text,labels
ﬁnishes with ABu in W. This “composition” AB is again a linear transfor-,vector spaces
mation (from U to W). Its matrix is the product of the individual matrices,vector spaces
representing A and B.,vector spaces
"For AdiffAint, the composite transformation was the identity (and AintAdiff annihilated",vector spaces
"all constants). For rotations, the order of multiplication does not matter. Then U =",vector spaces
"V = W is the x-y plane, and QθQϕ is the same as QϕQθ. For a rotation and a",vector spaces
"reﬂection, the order makes a difference.",vector spaces
"Technical note: To construct the matrices, we need bases for V and W, and then for",vector spaces
"U and V. By keeping the same basis for V, the product matrix goes correctly from",vector spaces
the basis in U to the basis in W. If we distinguish the transformation A from its,vector spaces
"matrix (call that [A]), then the product rule 2V becomes extremely concise: [AB] =",vector spaces
[A][B]. The rule for multiplying matrices in Chapter 1 was totally determined by this,vector spaces
requirement—it must match the product of linear transformations.,vector spaces
"2. Projection Figure 2.10 also shows the projection of (1,0) onto the θ-line. The",vector spaces
"length of the projection is c = cosθ. Notice that the point of projection is not (c,s), as",vector spaces
"I mistakenly thought; that vector has length 1 (it is the rotation), so we must multiply",vector spaces
"by c. Similarly the projection of (0,1) has length s, and falls at s(c,s) = (cs,s2), That",vector spaces
gives the second column of the projection matrix P:,vector spaces
"This matrix has no inverse, because the transformation has no inverse. Points on the",vector spaces
perpendicular line are projected onto the origin; that line is the nullspace of P. Points,vector spaces
on the θ-line are projected to themselves! Projecting twice is the same as projecting,vector spaces
"once, and P2 = P:",vector spaces
c2(c2 +s2) cs(c2 +s2),vector spaces
cs(c2 +s2) s2(c2 +s2),vector spaces
Chapter 2 Vector Spaces,vector spaces
H = 2P − I =,vector spaces
Image + original = 2 × projection,vector spaces
Hx + x = 2Px,vector spaces
Figure 2.11: Reﬂection through the θ-line: the geometry and the matrix.,vector spaces
Of course c2 +s2 = cos2θ +sin2 θ = 1. A projection matrix equals its own square.,vector spaces
"3. Reﬂection Figure 2.11 shows the reﬂection of (1,0) in the θ-line. The length of the",vector spaces
"reﬂection equals the length of the original, as it did after rotation—but here the θ-",vector spaces
line stays where it is. The perpendicular line reverses direction; all points go straight,vector spaces
"through the mirror, Linearity decides the rest.",vector spaces
This matrix H has the remarkable property H2 = I. Two reﬂections bring back,vector spaces
"the original. A reﬂection is its own inverse, H = H−1, which is clear from the",vector spaces
geometry but less clear from the matrix. One approach is through the relationship of,vector spaces
reﬂections to projections: H = 2P − I. This means that Hx + x = 2Px—the image,vector spaces
plus the original equals twice the projection. It also conﬁrms that H2 = I:,vector spaces
"H2 = (2P−I)2 = 4P2 −4P+I = I,",vector spaces
Other transformations Ax can increase the length of x; stretching and shearing are in,vector spaces
the exercises. Each example has a matrix to represent it—which is the main point of this,vector spaces
"section. But there is also the question of choosing a basis, and we emphasize that the",vector spaces
matrix depends on the choice of basis. Suppose the ﬁrst basis vector is on the θ-line and,vector spaces
the second basis vector is perpendicular:,vector spaces
(i) The projection matrix is back to P =,vector spaces
. This matrix is constructed as always:,vector spaces
its ﬁrst column comes from the ﬁrst basis vector (projected to itself). The second,vector spaces
column comes from the basis vector that is projected to zero.,vector spaces
"(ii) For reﬂections, that same basis gives H =",vector spaces
. The second basis vector is re-,vector spaces
"ﬂected onto its negative, to produce this second column. The matrix H is still 2P−I",vector spaces
when the same basis is used for H and P.,vector spaces
"(iii) For rotations, the matrix is not changed. Those lines are still rotated through θ, and",vector spaces
Q = [c −s,vector spaces
s c ] as before.,vector spaces
"The whole question of choosing the best basis is absolutely central, and we come back",vector spaces
"to it in Chapter 5. The goal is to make the matrix diagonal, as achieved for P and H. To",vector spaces
"make Q diagonal requires complex vectors, since all real vectors are rotated.",vector spaces
"We mention here the effect on the matrix of a change of basis, while the linear trans-",vector spaces
formation stays the same. The matrix A (or Q or P or H) is altered to S−1AS. Thus a,vector spaces
"single transformation is represented by different matrices (via different bases, accounted",vector spaces
"for by S). The theory of eigenvectors will lead to this formula S−1AS, and to the best",vector spaces
1. What matrix has the effect of rotating every vector through 90° and then projecting,vector spaces
the result onto the x-axis? What matrix represents projection onto the x-axis followed,vector spaces
by projection onto the y-axis?,vector spaces
2. Does the product of 5 reﬂections and 8 rotations of the x-y plane produce a rotation,vector spaces
3. The matrix A =,vector spaces
produces a stretching in the x-direction. Draw the circle x2 +,vector spaces
"y2 = 1 and sketch around it the points (2x,y) that result from multiplication by A.",vector spaces
What shape is that curve?,vector spaces
4. Every straight line remains straight after a linear transformation. If z is halfway,vector spaces
"between x and y, show that Az is halfway between Ax and Ay.",vector spaces
5. The matrix A =,vector spaces
"yields a shearing transformation, which leaves the y-axis un-",vector spaces
"changed. Sketch its effect on the x-axis, by indicating what happens to (1,0) and",vector spaces
"(2,0) and (−1,0)—and how the whole axis is transformed.",vector spaces
6. What 3 by 3 matrices represent the transformations that,vector spaces
(a) project every vector onto the x-y plane?,vector spaces
(b) reﬂect every vector through the x-y plane?,vector spaces
"(c) rotate the x-y plane through 90°, leaving the z-axis alone?",vector spaces
"(d) rotate the x-y plane, then x-z, then y-z, through 90°?",vector spaces
"(e) carry out the same three rotations, but each one through 180°?",vector spaces
Chapter 2 Vector Spaces,vector spaces
"7. On the space P3 of cubic polynomials, what matrix represents d2/dt2? Construct",vector spaces
"the 4 by 4 matrix from the standard basis 1, t, t2, t3. Find its nullspace and column",vector spaces
space. What do they mean in terms of polynomials?,vector spaces
"8. From the cubics P3 to the fourth-degree polynomials P4, what matrix represents",vector spaces
multiplication by 2 + 3t? The columns of the 5 by 4 matrix A come from applying,vector spaces
"the transformation to 1, t, t2, t3.",vector spaces
9. The solutions to the linear differential equation d2u/dt2 = u form a vector space,vector spaces
"(since combinations of solutions are still solutions). Find two independent solutions,",vector spaces
to give a basis for that solution space.,vector spaces
"10. With initial values u = x and du/dt = y at t = 0, what combination of basis vectors",vector spaces
in Problem 9 solves u′′ = u? This transformation from initial values to solution is,vector spaces
"linear. What is its 2 by 2 matrix (using x = 1, y = 0 and x = 0, y = 1 as basis for V,",vector spaces
and your basis for W)?,vector spaces
11. Verify directly from c2 +s2 = 1 that reﬂection matrices satisfy H2 = 1.,vector spaces
12. Suppose A is a linear transformation from the x-y plane to itself. Why does A−1(x+,vector spaces
"y) = A−1x + A−1y? If A is represented by the matrix M, explain why A−1 is repre-",vector spaces
13. The product (AB)C of linear transformations starts with a vector x and produces,vector spaces
u = Cx. Then rule 2V applies AB to u and reaches (AB)Cx.,vector spaces
(a) Is this result the same as separately applying C then B then A?,vector spaces
(b) Is the result the same as applying BC followed by A? Parentheses are unnecessary,vector spaces
and the associative law (AB)C = A(BC) holds for linear transformations. This is,vector spaces
